x,y,wifi_rssi1,wifi_rssi2,wifi_rssi3,wifi_rssi4,wifi_rssi5,wifi_rssi6,wifi_rssi7,wifi_rssi8,sle_rssi1,sle_rssi2,sle_rssi3,sle_rssi4,sle_rssi5,sle_rssi6,sle_rssi7,sle_rssi8,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8
12,8,-68.06567985,-64.62251081,-66.79965198,-67.21699674,-53.31148752,-59.82862426,-67.96608787,-60.39012906,-69.75935817,-65.8338333,-61.1497573,-66.27818949,-54.1023826,-63.82973529,-57.72841544,-62.79059592,-70.25352572,-64.54848622,-61.24223271,-72.68924123,-51.22945161,-63.22246416,-59.14593359,-60.40299413
12,10,-71.6922801,-70.17608994,-58.8768656,-65.75653621,-58.66638781,-61.83202293,-58.43350662,-60.44346942,-72.89872306,-74.48260234,-59.80566059,-65.91202874,-58.84576702,-65.81886156,-57.08138259,-61.9113112,-69.42676812,-71.61683956,-59.08407651,-68.28413584,-60.58335484,-63.23420606,-59.01971788,-61.04239794
12,11,-72.00124314,-59.42942653,-60.67827684,-66.17594111,-58.97312847,-63.9908936,-64.64725156,-62.06526296,-73.25232472,-61.75962956,-62.30004103,-67.48127275,-62.1892615,-66.67276885,-61.3132892,-63.2551632,-72.18268735,-63.69379577,-59.86170801,-68.71953335,-68.31990598,-64.71811532,-60.13510834,-63.33051732
12,12,-70.86648655,-65.48896346,-60.45929474,-65.25991414,-59.92958033,-66.58228946,-63.07108918,-64.82414466,-74.83412268,-62.99943031,-58.18699999,-69.126651,-61.05682724,-67.13214509,-61.36573738,-67.70322681,-72.65954443,-65.24721931,-59.66374577,-71.04190113,-60.30293071,-66.32046898,-64.03582419,-65.79165805
12,13,-74.04586553,-60.40744521,-54.61636096,-65.05185929,-62.99884053,-68.471508,-60.23903023,-62.46385887,-71.92217302,-59.75919195,-52.43194313,-70.10132598,-62.56605206,-68.96547386,-59.11741302,-66.24318622,-75.55564806,-65.74450912,-55.12374789,-76.70509133,-65.85203473,-71.21040141,-57.95471403,-67.81552377
12,14,-69.75585261,-64.39740883,-63.74851537,-65.55212644,-62.16067068,-68.67314632,-58.84218723,-62.10478039,-70.63543358,-63.82071286,-55.25647113,-71.19456994,-61.20924948,-69.32783016,-58.66594591,-65.17368405,-72.67671463,-61.96112759,-57.18073467,-72.12481746,-62.38726582,-69.8323711,-59.69179343,-66.28028562
12,15,-67.23200398,-63.05760964,-61.64216313,-65.29832065,-58.68138286,-100.0,-59.09705444,-69.33372274,-68.14040535,-64.06722618,-52.21121765,-70.23767179,-59.98241416,-66.97140209,-59.66154626,-64.37858678,-70.3110449,-59.28603702,-54.83748012,-66.61513713,-58.89793086,-68.04873586,-60.27679239,-62.7066184
13,2,-79.72982375,-65.37363977,-72.54436847,-69.59209073,-57.83046656,-58.40453363,-58.88347881,-53.20911973,-72.12845892,-69.58067158,-68.43408823,-71.43934597,-56.1852154,-63.86855926,-58.43372099,-54.86844418,-71.71280675,-67.59350426,-67.64663501,-71.81382257,-55.97701641,-63.43185222,-56.17329278,-54.15666781
13,4,-74.38709651,-71.32455012,-80.784123,-67.10230816,-59.62507964,-58.19347356,-60.2210673,-56.20943997,-71.68174509,-72.76341463,-68.10334035,-70.42478264,-54.07539169,-65.36449104,-57.7940511,-58.76463084,-71.56101818,-69.7498301,-68.42375673,-71.29498459,-54.75744104,-64.79155385,-55.75988144,-57.84468968
13,12,-93.30001969,-69.16146423,-60.39042196,-62.70745973,-53.12280228,-68.81021509,-58.65636913,-62.23644735,-67.26318791,-66.19666088,-55.33167947,-69.86197106,-59.42273047,-68.31232317,-59.614818,-66.07860711,-72.15862849,-69.98856611,-56.0159823,-71.1272194,-61.87904596,-68.64199726,-59.57995637,-66.08223473
14,2,-78.90590097,-63.4427761,-70.24817295,-97.42092082,-58.07636064,-58.28508282,-58.67263075,-50.13470065,-71.82812237,-69.84179993,-68.99301362,-73.7317842,-59.54629462,-64.35659217,-58.11568525,-57.97094707,-73.75785596,-66.86296648,-64.54129477,-72.79550963,-58.85268433,-65.75944903,-56.88457462,-55.81835828
14,4,-73.87098873,-71.22023517,-74.62843069,-67.77611925,-60.2784252,-58.65339702,-59.83765504,-56.67179384,-73.22413763,-71.99624727,-66.26596228,-70.55326562,-53.39291468,-65.76935937,-58.52044908,-60.37214097,-71.33203479,-69.25730422,-63.61304211,-73.87362009,-54.7714621,-67.05380264,-58.13801176,-57.41128482
14,5,-76.39799065,-66.05877001,-69.5078938,-66.67368231,-52.42748876,-57.19263502,-57.53879313,-58.52972411,-72.48841178,-70.57769592,-67.03299362,-69.80826257,-52.75521627,-66.31195998,-57.20807639,-62.71226698,-72.48780623,-75.58045818,-62.14717216,-70.76898719,-51.64474683,-65.69479517,-57.22401998,-58.509033
14,6,-74.84901511,-63.34492297,-68.2525067,-66.37450388,-54.94942986,-58.79252239,-60.98303261,-64.82384395,-74.58701077,-69.29059696,-67.11083849,-67.05943928,-54.59939237,-66.80264932,-60.02219852,-63.28137029,-77.57330789,-68.88700297,-63.72970933,-69.6780575,-52.10097739,-65.24475831,-58.06010996,-60.86190046
14,7,-74.31419064,-61.88395957,-66.50201369,-63.83575167,-48.31678494,-59.69551136,-69.90143274,-61.88296037,-73.84383701,-67.16189732,-67.59476845,-65.71231684,-46.11186998,-68.81252199,-60.34161617,-61.34112269,-70.90774709,-65.57071091,-64.264399,-64.07012424,-45.33257443,-67.00284072,-63.4940434,-59.66033466
14,8,-70.00249736,-64.40451663,-65.33676831,-62.88012885,-55.53124026,-60.56415425,-59.19868398,-61.42801709,-72.11071786,-67.48359901,-65.84563821,-65.74171022,-57.34309132,-67.42387891,-57.26620138,-60.4737413,-77.62716626,-68.83358782,-63.98386431,-67.03705693,-54.91224063,-65.42064302,-57.00498297,-59.53330267
14,9,-69.82796644,-75.24549048,-65.6742981,-62.63947626,-55.01743111,-64.10499298,-60.12223834,-62.34692674,-72.17063787,-73.94080212,-62.7808096,-67.00042185,-55.48991366,-68.39317154,-58.09653889,-62.48047979,-73.44177095,-74.18803856,-60.51475867,-67.72058587,-58.33966826,-67.60875346,-58.64445686,-62.68001894
14,10,-66.70821455,-60.44292143,-62.6422572,-61.14698372,-52.67414898,-65.23026445,-67.9380148,-61.6580326,-69.9800612,-63.10629819,-65.13587328,-67.03298988,-55.85822972,-70.7161707,-61.34244487,-62.73105754,-68.7299805,-63.96590417,-60.53110754,-68.10620214,-58.77668961,-67.90855802,-62.30982517,-62.58526542
14,11,-67.5671683,-65.74868044,-58.64936706,-61.78255125,-49.58271003,-67.60751628,-62.24910258,-60.50812391,-69.34765942,-67.30571759,-65.74317767,-68.33428408,-50.45092323,-70.67842262,-59.4940598,-62.12980933,-68.72084618,-66.58610379,-63.25742413,-66.36483857,-51.45247733,-67.73257831,-59.51097062,-61.63669988
14,12,-66.45018327,-65.31029596,-62.91899538,-61.65042081,-53.26764237,-66.9361119,-59.21530974,-62.23523876,-68.21276755,-65.3061226,-61.54339978,-67.70556752,-56.56982072,-67.56494892,-57.29319383,-64.68574481,-68.40903758,-64.06077394,-58.8829477,-68.44830162,-59.3938812,-65.9961664,-56.75585065,-64.62816119
14,13,-66.66642518,-68.21771087,-53.34159077,-61.71072796,-55.95709684,-66.36696221,-58.84275765,-64.37678526,-66.1946982,-67.75767746,-52.19287583,-69.41066105,-59.51458345,-67.13374588,-57.33244205,-68.28406218,-68.92615314,-67.17051099,-51.34125504,-70.50820134,-58.73816525,-67.96093336,-55.94838022,-68.61000223
