x,y,wifi_rssi1,wifi_rssi2,wifi_rssi3,wifi_rssi4,wifi_rssi5,wifi_rssi6,wifi_rssi7,wifi_rssi8,sle_rssi1,sle_rssi2,sle_rssi3,sle_rssi4,sle_rssi5,sle_rssi6,sle_rssi7,sle_rssi8,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8
6,2,-68.31185762,-69.88396537,-73.32881197,-63.14074754,-70.74484255,-57.02933782,-49.24688931,-66.15879184,-71.87546321,-64.83110442,-73.05619461,-67.43396157,-67.31405244,-57.34914533,-51.0610555,-64.37242308,-68.8308489,-64.36689292,-71.92703776,-71.25431514,-65.2708566,-58.17358192,-51.46150051,-65.57252776
6,3,-66.68508321,-67.21947812,-70.4998518,-65.22117927,-70.65834473,-57.80403279,-50.68873898,-62.47306641,-71.85008999,-66.71262439,-72.99585312,-67.32579112,-68.71848808,-58.43312016,-49.61394946,-63.08342605,-75.10834499,-62.30664782,-71.35094584,-65.15169558,-71.51905936,-59.70543761,-50.38109769,-64.32050016
6,4,-71.20852761,-66.46638212,-71.35677197,-66.51272954,-69.91328311,-56.97214494,-52.98330061,-64.45499243,-72.57959355,-68.35232582,-70.67241567,-71.19116386,-68.37328086,-59.06179433,-54.58521133,-62.85257814,-70.46948685,-64.08448633,-68.78172234,-76.39773172,-65.5422456,-58.85822469,-57.83871603,-62.88586278
6,5,-68.38642225,-61.95285925,-65.78515644,-64.09077366,-66.49522,-55.84857264,-56.42388858,-62.49332112,-70.85201585,-66.22633396,-68.9433007,-62.8325976,-67.8348599,-57.52456885,-56.69178821,-62.89942638,-70.3803075,-62.14236187,-67.28680414,-65.17560167,-64.33617537,-57.00092249,-55.96458237,-64.57540242
6,6,-67.03634064,-64.21809566,-66.10003119,-65.82899109,-70.88469035,-60.01483722,-60.91596699,-65.2289149,-67.68159016,-63.41367267,-63.97062025,-62.04452012,-63.78192198,-59.99341667,-58.96404635,-65.04954271,-72.36170569,-61.00254531,-62.03152091,-63.52653795,-63.56917061,-60.18011413,-60.13561203,-64.27183579
6,8,-67.19662662,-57.1376549,-66.8592009,-58.54958777,-62.45743649,-59.80831415,-58.86999702,-66.9810014,-67.64936211,-60.45313006,-61.76905312,-65.40669797,-63.35794486,-57.78330834,-55.12171938,-73.3385547,-70.17682892,-60.03715702,-64.28547724,-67.38768117,-60.94784409,-61.30675974,-57.88035629,-71.26669217
6,10,-62.34101087,-88.53770346,-68.25923448,-65.61268562,-68.12444925,-63.92105869,-57.40417163,-64.07787002,-65.23740109,-60.55608359,-63.12640709,-64.0754493,-71.04918978,-61.11103553,-56.48951831,-68.54945915,-69.15949724,-62.65996931,-59.04724985,-61.63273984,-65.77691822,-61.39329699,-58.42168143,-64.70421942
6,12,-67.01391042,-55.75790322,-75.12962966,-59.99814566,-66.49102298,-60.98954293,-60.09870199,-63.74224432,-69.37945919,-56.61109757,-63.49352976,-62.47364396,-68.93466731,-58.56513985,-62.07651267,-68.27810701,-66.45589015,-56.12550892,-65.56451341,-63.1930504,-67.55793589,-58.28655249,-62.18493338,-65.72812975
6,14,-69.76950041,-54.63987608,-70.39064691,-61.28980484,-79.63241493,-58.35009175,-59.27567096,-67.64714357,-65.46349851,-54.90444108,-62.89232011,-63.47643265,-65.75190665,-58.63484933,-61.16539454,-71.45901567,-71.09659216,-51.64779896,-62.20417419,-62.14324254,-64.49107644,-60.47550738,-61.97481835,-67.41699514
7,8,-65.0168172,-60.19342129,-75.53459194,-63.55907494,-60.3909949,-58.54073484,-58.24607747,-65.22447551,-68.20810924,-63.91125695,-64.71354409,-65.81556631,-60.92727745,-58.87778828,-55.73969009,-68.18743206,-69.68755844,-58.97472878,-63.64759146,-64.5284415,-60.91050424,-59.65296702,-58.0058888,-65.44811425
7,10,-69.14776743,-56.26377638,-66.17811542,-63.22711908,-63.87888006,-65.55939019,-58.37476992,-67.82628404,-68.04774485,-59.6326527,-63.15748433,-65.44817476,-67.60736962,-60.94706744,-56.49865112,-72.45943623,-68.24363157,-63.05453539,-63.62008268,-63.44528276,-66.84543358,-63.21259652,-59.16340703,-68.25581505
