x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
12,9,-69.65 ,-62.04 ,-63.33 ,-64.67 ,-65.86 ,-64.23 ,-57.04 ,-66.93 
12,8,-69.76 ,-65.83 ,-61.15 ,-66.28 ,-54.10 ,-63.83 ,-57.73 ,-62.79 
12,7,-74.50 ,-68.83 ,-64.54 ,-69.28 ,-55.30 ,-64.63 ,-56.53 ,-63.88 
12,6,-71.21 ,-64.60 ,-67.88 ,-73.83 ,-52.28 ,-65.97 ,-58.75 ,-61.76 
12,5,-74.91 ,-67.44 ,-66.32 ,-72.07 ,-53.36 ,-67.93 ,-58.64 ,-64.56 
12,4,-73.93 ,-70.40 ,-66.66 ,-73.34 ,-52.96 ,-67.37 ,-55.10 ,-60.03 
12,3,-70.30 ,-70.83 ,-67.23 ,-72.74 ,-55.54 ,-64.82 ,-54.92 ,-61.75 
12,2,-72.38 ,-70.73 ,-69.06 ,-72.66 ,-57.22 ,-66.63 ,-55.34 ,-62.41 
12,1,-72.39 ,-70.23 ,-69.36 ,-71.19 ,-57.07 ,-66.24 ,-54.52 ,-58.03 
13,1,-73.02 ,-71.44 ,-69.07 ,-72.55 ,-60.06 ,-64.11 ,-61.42 ,-57.41 
13,2,-72.13 ,-69.58 ,-68.43 ,-71.44 ,-56.19 ,-63.87 ,-58.43 ,-54.87 
13,3,-70.69 ,-71.20 ,-67.77 ,-71.90 ,-56.54 ,-64.82 ,-54.63 ,-58.79 
13,4,-71.68 ,-72.76 ,-68.10 ,-70.42 ,-54.08 ,-65.36 ,-57.79 ,-58.76 
13,5,-73.27 ,-69.72 ,-66.76 ,-70.53 ,-54.85 ,-67.77 ,-58.25 ,-59.81 
13,6,-73.94 ,-66.74 ,-68.54 ,-68.89 ,-53.16 ,-65.66 ,-58.33 ,-60.29 
13,7,-73.23 ,-66.50 ,-64.17 ,-68.26 ,-63.56 ,-64.86 ,-58.00 ,-64.09 
13,8,-70.78 ,-74.24 ,-62.08 ,-67.33 ,-53.97 ,-65.31 ,-57.31 ,-60.68 
13,9,-71.04 ,-63.59 ,-63.69 ,-67.18 ,-61.42 ,-66.16 ,-56.24 ,-62.82 
13,10,-69.29 ,-62.44 ,-61.16 ,-68.29 ,-55.21 ,-69.71 ,-58.03 ,-62.47 
13,11,-69.11 ,-69.55 ,-59.56 ,-67.96 ,-55.29 ,-68.99 ,-60.11 ,-62.54 
13,12,-67.26 ,-66.20 ,-55.33 ,-69.86 ,-59.42 ,-68.31 ,-59.61 ,-66.08 
13,13,-68.17 ,-65.95 ,-55.54 ,-69.41 ,-60.51 ,-67.90 ,-57.88 ,-67.19 
13,14,-66.76 ,-63.03 ,-53.32 ,-71.86 ,-59.55 ,-66.75 ,-58.56 ,-65.45 
13,15,-67.71 ,-63.71 ,-55.68 ,-69.92 ,-58.72 ,-64.81 ,-60.43 ,-64.36 
14,15,-65.59 ,-69.22 ,-48.90 ,-70.14 ,-58.87 ,-64.46 ,-60.95 ,-65.34 
14,14,-66.26 ,-64.34 ,-58.50 ,-69.82 ,-59.45 ,-66.04 ,-58.75 ,-65.47 
14,13,-66.19 ,-67.76 ,-52.19 ,-69.41 ,-59.51 ,-67.13 ,-57.33 ,-68.28 
14,12,-68.21 ,-65.31 ,-61.54 ,-67.71 ,-56.57 ,-67.56 ,-57.29 ,-64.69 
14,11,-69.35 ,-67.31 ,-65.74 ,-68.33 ,-50.45 ,-70.68 ,-59.49 ,-62.13 
14,10,-69.98 ,-63.11 ,-65.14 ,-67.03 ,-55.86 ,-70.72 ,-61.34 ,-62.73 
14,9,-72.17 ,-73.94 ,-62.78 ,-67.00 ,-55.49 ,-68.39 ,-58.10 ,-62.48 
14,8,-72.11 ,-67.48 ,-65.85 ,-65.74 ,-57.34 ,-67.42 ,-57.27 ,-60.47 
14,7,-73.84 ,-67.16 ,-67.59 ,-65.71 ,-46.11 ,-68.81 ,-60.34 ,-61.34 
14,6,-74.59 ,-69.29 ,-67.11 ,-67.06 ,-54.60 ,-66.80 ,-60.02 ,-63.28 
14,5,-72.49 ,-70.58 ,-67.03 ,-69.81 ,-52.76 ,-66.31 ,-57.21 ,-62.71 
14,4,-73.22 ,-72.00 ,-66.27 ,-70.55 ,-53.39 ,-65.77 ,-58.52 ,-60.37 
14,3,-71.90 ,-70.07 ,-68.19 ,-71.15 ,-55.64 ,-65.41 ,-57.26 ,-51.25 
14,2,-71.83 ,-69.84 ,-68.99 ,-73.73 ,-59.55 ,-64.36 ,-58.12 ,-57.97 
14,1,-71.87 ,-70.43 ,-70.35 ,-74.02 ,-61.08 ,-65.36 ,-61.52 ,-55.01 
15,1,-74.07 ,-72.48 ,-70.07 ,-77.20 ,-57.42 ,-65.21 ,-58.46 ,-45.84 
15,2,-73.43 ,-70.81 ,-68.96 ,-74.40 ,-58.89 ,-64.11 ,-58.19 ,-52.57 
15,3,-72.65 ,-71.74 ,-69.38 ,-72.50 ,-54.66 ,-64.13 ,-58.45 ,-50.64 
15,4,-73.06 ,-72.64 ,-66.64 ,-70.93 ,-51.26 ,-66.08 ,-59.21 ,-52.91 
15,5,-73.61 ,-70.41 ,-67.00 ,-68.71 ,-52.48 ,-65.42 ,-59.59 ,-59.77 
15,6,-74.65 ,-68.06 ,-66.84 ,-67.84 ,-45.61 ,-65.80 ,-59.14 ,-61.98 
15,7,-76.30 ,-65.74 ,-65.55 ,-67.36 ,-42.03 ,-69.82 ,-58.48 ,-59.39 
15,8,-74.24 ,-68.75 ,-64.46 ,-68.79 ,-47.56 ,-69.35 ,-57.45 ,-61.42 
15,9,-71.73 ,-71.18 ,-64.31 ,-65.58 ,-47.79 ,-69.81 ,-60.00 ,-60.99 
15,10,-72.14 ,-66.67 ,-63.84 ,-66.61 ,-49.94 ,-68.95 ,-60.53 ,-63.95 
15,11,-70.22 ,-71.57 ,-60.60 ,-68.27 ,-49.49 ,-68.12 ,-58.11 ,-61.87 
15,12,-68.08 ,-66.40 ,-55.77 ,-67.84 ,-51.67 ,-67.04 ,-55.76 ,-65.45 
15,13,-65.92 ,-65.26 ,-55.40 ,-68.82 ,-56.12 ,-65.80 ,-56.75 ,-69.80 
15,14,-66.30 ,-71.08 ,-50.93 ,-69.88 ,-57.69 ,-64.12 ,-58.87 ,-65.98 
15,15,-67.31 ,-68.96 ,-46.89 ,-72.36 ,-56.89 ,-62.61 ,-62.11 ,-65.37 
