error
2.202074
2.1187234
2.3982277
3.6190505
1.7475065
1.2829561
0.60271275
0.46330118
0.27867544
0.8578834
0.72904235
0.91561013
1.5374877
1.7739193
2.5150058
1.2765819
4.2237916
1.3198475
1.1724944
1.4458933
6.3437743
0.8078025
1.0734144
0.70654607
1.9983736
1.0582902
2.2626855
1.1223524
1.0079194
1.5330302
1.4181181
1.1371313
2.5259938
2.1986
0.7105595
0.5238799
1.3632163
2.155594
1.9063139
1.2421759
0.78292525
1.7351627
0.69009006
1.4017437
2.229031
