error
8.077523
8.697061
9.340509
10.410467
9.261693
5.6578474
5.453094
5.5499125
6.3227696
7.923212
5.5941086
4.5882745
6.1022863
3.962142
7.7566223
3.959863
7.1087313
5.7163863
4.834189
3.6120985
7.4237995
5.370586
1.4432306
2.29625
7.1664577
3.6738195
0.3216273
3.7175958
7.3285265
4.124243
5.537383
5.3281703
3.6664739
5.040495
7.3992605
6.3898873
6.157781
6.4854283
7.0468473
6.659702
7.8617578
9.437702
9.2522
10.531457
9.664418
