x,y,wifi_rssi1,wifi_rssi2,wifi_rssi3,wifi_rssi4,wifi_rssi5,wifi_rssi6,wifi_rssi7,wifi_rssi8,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8
2,14,-57.80842222,-60.13092213,-65.86742734,-64.46884927,-65.81972942,-60.75373223,-58.70957103,-70.06227294,-60.43593586,-61.69432425,-62.61540237,-63.0028123,-70.4062267,-59.96241588,-60.13762853,-73.5139954
2,15,-58.10276772,-61.53093345,-66.14694889,-59.80247737,-66.02850369,-59.36118959,-60.44621171,-74.27293179,-60.61075359,-65.17689223,-63.48404853,-61.1324305,-70.01418847,-59.85316732,-64.58144786,-70.28202221
3,1,-66.00650045,-65.43630122,-69.42890873,-66.15162231,-65.71563756,-49.40168842,-57.38623795,-65.6852437,-68.82748487,-63.30690918,-68.03371547,-68.66422995,-62.42822748,-52.38014217,-58.59284704,-68.73832706
3,2,-67.21483924,-66.32272578,-69.41352373,-61.60074416,-63.74972172,-51.41123231,-59.63808015,-67.32933135,-74.17716273,-64.13952399,-65.45159299,-63.20610822,-62.98343012,-51.18220108,-60.19659592,-73.77496254
3,3,-69.94303091,-65.7657267,-69.41196122,-70.11216043,-64.55839773,-51.58041979,-61.40456093,-68.5116647,-69.74881739,-64.9680416,-64.88190301,-66.62537003,-61.200827,-52.51937326,-63.31135937,-74.45147946
3,4,-66.14330349,-67.61581192,-71.66652421,-66.16743859,-65.7826665,-52.0206704,-66.32028047,-67.75572784,-70.16450508,-63.98345043,-67.50474679,-62.06718095,-61.50423075,-55.08134559,-61.1098544,-73.23228463
3,5,-62.2732306,-66.39500851,-73.54939577,-63.38547996,-65.44963992,-56.89861592,-65.70540314,-68.42277049,-68.82839989,-64.73931738,-69.75942515,-60.64254154,-63.19380897,-56.71729355,-62.43246761,-70.39893153
3,6,-61.66077222,-60.8276218,-69.41942613,-57.5315015,-64.38863709,-58.43306332,-61.42300266,-67.38454902,-66.21901199,-63.95773099,-68.67817492,-65.90678211,-60.61484321,-55.79644475,-62.02505605,-70.75706056
3,7,-69.45664187,-59.33424546,-72.21418991,-59.33981748,-62.91549759,-56.79373381,-61.31693585,-66.51733886,-74.04460133,-61.22913807,-66.02105676,-63.24607589,-62.33628176,-56.39163352,-61.81666196,-67.29640535
3,8,-63.20702627,-59.83045594,-71.51164681,-52.96911313,-62.99049181,-57.57829795,-63.81528568,-64.77027946,-66.51330344,-60.03737466,-66.68680417,-57.07299427,-64.29381143,-57.43693446,-64.80064172,-67.71235518
3,9,-65.31290223,-58.35130554,-67.60030103,-54.22852271,-66.44263153,-57.85789467,-58.1421782,-63.59211905,-66.12760666,-59.68079988,-64.01585903,-60.61188675,-72.25040862,-56.91587373,-59.43750677,-67.84239832
