5.4794327009021 , 2.004686693633929 , 7.863858160397759 , 1.8378549974112144 , 0.8754087616498197 , 0.5981364617562943 , 1.0385791594794347 , 0.6189344576489235 , 6.039480715362951 , 7.230126945029495 , 3.9677646893304632 , 11.427888025269683 , 4.1706812550011545 , 1.1545544499569786 , 0.5237271350632361 , 3.0608469140372545 , 12.592439311484961 , 6.424721978643095 , 2.005584026965614 , 5.030469643835395 , 2.6467986426496886 , 11.629152348299558 , 11.17223785900109 , 5.152940398135551 , 2.8029566544063167 , 2.3579259017658933 , 3.8314079796439704 , 3.378980567082062 , 7.18681837687496 , 3.9424046400366435 , 2.1919557188819887 , 5.083578590401864 , 2.080645347035729 , 0.19592057697584964 , 1.367541777308534 , 10.542493972640154 , 7.578757748916634 , 1.6004686393187424 , 12.558142984275436 , 8.383731777980113 , 2.2388475129757937 , 3.692884987474713 , 11.189737750222818 , 12.382031290427493 , 8.137593473662076 , 2.833405358562512 , 9.337483501029705 , 4.9619773851171285 , 5.108403532605344 , Average Error: 5.0921
Std: 3.6967
Test Variance: 13.6656
Test MSE: 39.5950
Test RMSE: 6.2925
Testing Duration (s): 0.0954
Training Duration (s): 3014.7085
