Error_m,ECDF
0.13646394762907393,0.0625
0.4063693553879233,0.125
0.7316203017426687,0.1875
0.7575053612089863,0.25
0.9119853893889709,0.3125
1.0283893057201683,0.375
1.0405058985171391,0.4375
1.3560577748709808,0.5
1.4963284700954196,0.5625
1.517120137723026,0.625
1.5510563974659504,0.6875
1.7813387764579391,0.75
1.851317340075615,0.8125
1.9923397367292905,0.875
2.474076733394697,0.9375
2.66376102057014,1.0
