val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_mae,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,train/mean_mae,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std,test/mean_mae
7.127449035644531,3.5080223083496094,7.127449035644531,7.127449035644531,7.127449035644531,7.127449035644531,7.127449035644531,3.5080223083496094,0,0,,,,,,,,,,,,,,
,,,,,,,,0,0,5.961763381958008,3.2241439819335938,11.923527717590332,3.4530460834503174,1.5284227132797241,1.236293911933899,2.086951732635498,,,,,,,
6.3960981369018555,3.2947349548339844,6.3960981369018555,6.3960981369018555,6.3960981369018555,6.3960981369018555,6.3960981369018555,3.2947349548339844,1,1,,,,,,,,,,,,,,
,,,,,,,,1,1,5.129266738891602,2.961367607116699,10.258533477783203,3.202894449234009,1.488834023475647,1.2201778888702393,1.9003119468688965,,,,,,,
5.804646015167236,3.112281560897827,5.804646015167236,5.804646015167236,5.804646015167236,5.804646015167236,5.804646015167236,3.112281560897827,2,2,,,,,,,,,,,,,,
,,,,,,,,2,2,4.523706912994385,2.7620160579681396,9.04741382598877,3.007891893386841,1.4186819791793823,1.191084384918213,1.7692294120788574,,,,,,,
5.310144901275635,2.961026191711426,5.310144901275635,5.310144901275635,5.310144901275635,5.310144901275635,5.310144901275635,2.961026191711426,3,3,,,,,,,,,,,,,,
,,,,,,,,3,3,4.041647434234619,2.5979669094085693,8.083294868469238,2.843113660812378,1.3338626623153687,1.154929757118225,1.659482717514038,,,,,,,
4.873913288116455,2.845320224761963,4.873913288116455,4.873913288116455,4.873913288116455,4.873913288116455,4.873913288116455,2.845320224761963,4,4,,,,,,,,,,,,,,
,,,,,,,,4,4,3.645136594772339,2.458333730697632,7.290272235870361,2.7000503540039062,1.2468675374984741,1.1166322231292725,1.5678454637527466,,,,,,,
4.53510856628418,2.7551639080047607,4.53510856628418,4.53510856628418,4.53510856628418,4.53510856628418,4.53510856628418,2.7551639080047607,5,5,,,,,,,,,,,,,,
,,,,,,,,5,5,3.3030197620391846,2.333925247192383,6.606039047241211,2.5702216625213623,1.1588327884674072,1.0764909982681274,1.493137001991272,,,,,,,
4.24807596206665,2.6766536235809326,4.24807596206665,4.24807596206665,4.24807596206665,4.24807596206665,4.24807596206665,2.6766536235809326,6,6,,,,,,,,,,,,,,
,,,,,,,,6,6,3.0421195030212402,2.236687660217285,6.084239482879639,2.466625213623047,1.0814670324325562,1.0399360656738281,1.4325385093688965,,,,,,,
3.9835052490234375,2.6018590927124023,3.9835052490234375,3.9835052490234375,3.9835052490234375,3.9835052490234375,3.9835052490234375,2.6018590927124023,7,7,,,,,,,,,,,,,,
,,,,,,,,7,7,2.8254804611206055,2.1545512676239014,5.650960922241211,2.3771750926971436,1.0088701248168945,1.004425287246704,1.3777480125427246,,,,,,,
3.743010997772217,2.531827688217163,3.743010997772217,3.743010997772217,3.743010997772217,3.743010997772217,3.743010997772217,2.531827688217163,8,8,,,,,,,,,,,,,,
,,,,,,,,8,8,2.630643129348755,2.079360246658325,5.26128625869751,2.2937493324279785,0.937548041343689,0.9682706594467163,1.3240036964416504,,,,,,,
3.5239531993865967,2.4662206172943115,3.5239531993865967,3.5239531993865967,3.5239531993865967,3.5239531993865967,3.5239531993865967,2.4662206172943115,9,9,,,,,,,,,,,,,,
,,,,,,,,9,9,2.457324504852295,2.012486457824707,4.91464900970459,2.2169008255004883,0.8645485639572144,0.9298110604286194,1.2807055711746216,,,,,,,
3.328946352005005,2.4062230587005615,3.328946352005005,3.328946352005005,3.328946352005005,3.328946352005005,3.328946352005005,2.4062230587005615,10,10,,,,,,,,,,,,,,
,,,,,,,,10,10,2.3039467334747314,1.9537516832351685,4.607892990112305,2.1466002464294434,0.7907477021217346,0.8892399668693542,1.250983715057373,,,,,,,
3.1498022079467773,2.3496787548065186,3.1498022079467773,3.1498022079467773,3.1498022079467773,3.1498022079467773,3.1498022079467773,2.3496787548065186,11,11,,,,,,,,,,,,,,
,,,,,,,,11,11,2.1718456745147705,1.9023984670639038,4.343691349029541,2.0841524600982666,0.7245713472366333,0.8512175679206848,1.2230620384216309,,,,,,,
2.9852302074432373,2.296416997909546,2.9852302074432373,2.9852302074432373,2.9852302074432373,2.9852302074432373,2.9852302074432373,2.296416997909546,12,12,,,,,,,,,,,,,,
,,,,,,,,12,12,2.054628610610962,1.8563278913497925,4.109257221221924,2.027130365371704,0.6633043885231018,0.8144350051879883,1.195461630821228,,,,,,,
2.8346595764160156,2.246443271636963,2.8346595764160156,2.8346595764160156,2.8346595764160156,2.8346595764160156,2.8346595764160156,2.246443271636963,13,13,,,,,,,,,,,,,,
,,,,,,,,13,13,1.9516364336013794,1.8154209852218628,3.903272867202759,1.9756702184677124,0.6075199842453003,0.7794356942176819,1.1680907011032104,,,,,,,
2.697606086730957,2.199688673019409,2.697606086730957,2.697606086730957,2.697606086730957,2.697606086730957,2.697606086730957,2.199688673019409,14,14,,,,,,,,,,,,,,
,,,,,,,,14,14,1.8621771335601807,1.7794088125228882,3.7243542671203613,1.9298585653305054,0.5580583810806274,0.7470330595970154,1.1424386501312256,,,,,,,
2.5751752853393555,2.156677722930908,2.5751752853393555,2.5751752853393555,2.5751752853393555,2.5751752853393555,2.5751752853393555,2.156677722930908,15,15,,,,,,,,,,,,,,
