error,ecdf
1.0555117,0.02
1.6381037,0.04
1.6939402,0.06
1.776786,0.08
1.9528389,0.1
1.957533,0.12
2.1930664,0.14
2.208113,0.16
2.2786968,0.18
2.4531515,0.2
2.5375936,0.22
2.555521,0.24
2.6266465,0.26
2.8722727,0.28
2.872511,0.3
2.9675024,0.32
3.0762634,0.34
3.1861656,0.36
3.2053,0.38
3.287017,0.4
3.3485413,0.42
3.5955782,0.44
3.752223,0.46
3.7860308,0.48
3.8240364,0.5
3.9166353,0.52
4.0505986,0.54
4.2566543,0.56
4.5010934,0.58
4.6282086,0.6
4.733218,0.62
4.7780495,0.64
5.5656686,0.66
5.871955,0.68
5.876879,0.7
6.172988,0.72
6.3616524,0.74
6.496597,0.76
6.8112493,0.78
7.0851145,0.8
7.540283,0.82
7.843542,0.84
7.985223,0.86
9.145235,0.88
9.424612,0.9
9.585393,0.92
11.580801,0.94
12.026893,0.96
13.241397,0.98
14.807471,1.0
