error,ecdf
0.12464493,0.02
0.19403684,0.04
0.54522747,0.06
0.8558077,0.08
0.89538646,0.1
0.9594696,0.12
0.97929126,0.14
1.1888293,0.16
1.330175,0.18
1.3486559,0.2
1.3605596,0.22
1.4739932,0.24
1.5097222,0.26
1.553026,0.28
1.6752627,0.3
1.7320734,0.32
1.7353806,0.34
1.8159075,0.36
1.8237017,0.38
1.8513895,0.4
1.8812587,0.42
1.9238803,0.44
2.0154915,0.46
2.1581297,0.48
2.1678557,0.5
2.1944537,0.52
2.2614253,0.54
2.2615302,0.56
2.4104147,0.58
2.4949431,0.6
2.6793728,0.62
2.7438703,0.64
2.9812682,0.66
3.0208242,0.68
3.2153587,0.7
3.3123977,0.72
3.342642,0.74
3.3991191,0.76
3.401756,0.78
3.480671,0.8
3.5503256,0.82
3.7944748,0.84
4.0668564,0.86
4.203724,0.88
4.3445606,0.9
4.5188923,0.92
5.9197345,0.94
8.04442,0.96
8.787245,0.98
9.462963,1.0
