error
4.5188923
3.401756
2.6793728
4.0668564
3.3123977
2.4104147
2.2614253
1.7320734
0.89538646
1.4739932
0.54522747
2.0154915
2.1944537
3.5503256
1.1888293
1.7353806
1.8159075
3.342642
3.7944748
1.5097222
1.3486559
1.8812587
4.203724
0.97929126
8.04442
5.9197345
1.330175
1.6752627
1.3605596
0.8558077
9.462963
3.3991191
3.480671
2.9812682
0.19403684
0.12464493
1.8513895
2.4949431
3.2153587
1.553026
2.1581297
1.9238803
2.1678557
8.787245
3.0208242
4.3445606
1.8237017
0.9594696
2.7438703
2.2615302
