error
4.247285
2.8077524
2.1777115
3.5620873
4.199339
3.6570926
3.6593606
11.059373
0.48697433
2.0295708
3.0888832
3.5371761
4.0129514
1.5400306
3.9902818
2.576244
2.3108232
3.3727825
2.09932
2.0346768
0.4695941
1.6884366
4.507431
0.6882003
7.499676
1.6162
6.034414
3.3106246
2.469409
0.6889244
8.56592
3.1949537
0.5970045
3.1618507
0.9527955
4.0543485
1.5093733
1.7129108
3.8737552
0.82804734
0.5219731
2.9301326
7.034396
3.1343448
3.696642
0.42785278
7.8472815
2.219644
1.8071997
4.504398
