error,ecdf
0.42785278,0.02
0.4695941,0.04
0.48697433,0.06
0.5219731,0.08
0.5970045,0.1
0.6882003,0.12
0.6889244,0.14
0.82804734,0.16
0.9527955,0.18
1.5093733,0.2
1.5400306,0.22
1.6162,0.24
1.6884366,0.26
1.7129108,0.28
1.8071997,0.3
2.0295708,0.32
2.0346768,0.34
2.09932,0.36
2.1777115,0.38
2.219644,0.4
2.3108232,0.42
2.469409,0.44
2.576244,0.46
2.8077524,0.48
2.9301326,0.5
3.0888832,0.52
3.1343448,0.54
3.1618507,0.56
3.1949537,0.58
3.3106246,0.6
3.3727825,0.62
3.5371761,0.64
3.5620873,0.66
3.6570926,0.68
3.6593606,0.7
3.696642,0.72
3.8737552,0.74
3.9902818,0.76
4.0129514,0.78
4.0543485,0.8
4.199339,0.82
4.247285,0.84
4.504398,0.86
4.507431,0.88
6.034414,0.9
7.034396,0.92
7.499676,0.94
7.8472815,0.96
8.56592,0.98
11.059373,1.0
