Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.58061936351796,1.90843255112886,1.3814602966169,4.40679012345679,2.09923560456105,0.0044104
