Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.08872154505183,0.675796508451076,0.82206843294891,1.86111111111111,1.36422546197874,0.0035874
