Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.6986497524448,1.28928037654391,1.13546482840461,4.17469135802469,2.04320614672742,0.0035128
