Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.25769565137836,0.862028808997789,0.928455065685889,2.44382716049383,1.56327449940624,0.0035912
