x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
14,4,-73.22413763,-71.99624727,-66.26596228,-70.55326562,-53.39291468,-65.76935937,-58.52044908,-60.37214097
14,3,-71.89790948,-70.06936405,-68.18647433,-71.15074623,-55.64388101,-65.41365108,-57.26140782,-51.24630836
14,2,-71.82812237,-69.84179993,-68.99301362,-73.7317842,-59.54629462,-64.35659217,-58.11568525,-57.97094707
14,1,-71.87084671,-70.43381498,-70.3510186,-74.02226789,-61.08477463,-65.35882656,-61.52270063,-55.00967236
15,1,-74.06720944,-72.47854587,-70.06683357,-77.20387648,-57.41672697,-65.2090828,-58.45872192,-45.83775269
15,2,-73.42584026,-70.81016334,-68.96438237,-74.39724163,-58.88902801,-64.10696465,-58.18980993,-52.5677079
15,3,-72.64657018,-71.73998098,-69.38134677,-72.50448893,-54.66243867,-64.12846458,-58.45368904,-50.64431292
15,4,-73.06246729,-72.6438418,-66.64193045,-70.92876616,-51.26236749,-66.08404486,-59.20898097,-52.90541304
15,5,-73.61160747,-70.40526864,-67.0005871,-68.70597083,-52.48478092,-65.42237043,-59.59291249,-59.76695523
15,6,-74.6474307,-68.05562755,-66.84218016,-67.83645374,-45.60785595,-65.79930847,-59.14431705,-61.9829828
15,7,-76.2974962,-65.7411828,-65.55410053,-67.35679802,-42.02517108,-69.82382195,-58.48211019,-59.38944006
15,8,-74.24053942,-68.75449973,-64.45554512,-68.78701907,-47.55629831,-69.35155713,-57.45062253,-61.42297413
15,9,-71.73457959,-71.18223526,-64.31413886,-65.58407188,-47.78521631,-69.8079673,-59.99869414,-60.98759727
15,10,-72.1402226,-66.66731733,-63.84013852,-66.60666272,-49.93518704,-68.95351256,-60.52999824,-63.95423328
15,11,-70.21888452,-71.57046784,-60.60211039,-68.2719204,-49.49237318,-68.12166991,-58.11121981,-61.86504098
15,12,-68.07629237,-66.4010818,-55.7664071,-67.83962644,-51.66821346,-67.03905206,-55.7587177,-65.45499623
15,13,-65.91692791,-65.25745396,-55.40160243,-68.82185159,-56.12168795,-65.79948103,-56.75190327,-69.80264021
15,14,-66.29830255,-71.08309246,-50.93189421,-69.88457384,-57.68625336,-64.12474101,-58.87108768,-65.98103227
15,15,-67.31235733,-68.9638967,-46.88698699,-72.36401087,-56.89252015,-62.61477994,-62.11403202,-65.36538346
