error
4.2126207
3.0273318
4.069582
5.143603
2.0972853
2.39143
0.6380045
0.27959684
0.8986517
1.9466547
0.38833344
1.976808
1.6076734
1.5366538
3.0248506
1.408531
4.6504283
1.2357062
1.2715149
2.459788
5.581837
0.8981477
2.3375487
0.74573594
1.9014566
2.6083963
6.2869587
0.24358262
1.4732504
3.097192
0.6753326
0.58861583
2.5759947
1.8227575
1.0232214
0.73663694
1.1723027
2.9004931
2.1080852
1.0239602
0.6025481
3.6011112
2.449514
2.07773
2.1426926
